,FinalWorth,Person Name,Age,country,City,source,Industries,Country_Of_Citizenship,Self_Made,Status,Gender,State,Residence_State_Region,Birth Year,Birth Month,Birthday,CPI Country,CPI ChangeCountry,GDP_Country,Gross_Tertiarye_Education_Enrollment,Gross_Primary_Education_Enrollment_Country,Life_Expectancy_Country,Tax_Revenue_Country,Total_TaxRate_Country,Population_Country,Latitude Country,Longitude Country
1905,1500,Hamdi Akin & family,68.0,Turkey,Istanbul,Diversified,Diversified,Turkey,True,E,M,,,1955.0,1.0,1.0,234.44,15.2,754411708203.0,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
1906,1500,Nerio Alessandri,61.0,Italy,Cesena,Gym equipment,Manufacturing,Italy,True,U,M,,,1961.0,4.0,8.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
1907,1500,Alexandra Andresen,26.0,Norway,Oslo,Investments,Diversified,Norway,False,U,F,,,1996.0,7.0,23.0,120.27,2.2,403336363636.0,82.0,100.3,82.8,23.9,36.2,5347896.0,60.472024,8.468946
1908,1500,Katharina Andresen,27.0,Norway,Oslo,Investments,Diversified,Norway,False,U,F,,,1995.0,5.0,21.0,120.27,2.2,403336363636.0,82.0,100.3,82.8,23.9,36.2,5347896.0,60.472024,8.468946
1909,1500,Patricia Angelini Rossi,68.0,Chile,Santiago,"Forestry, mining",Diversified,Chile,False,U,F,,,1954.0,4.0,5.0,131.91,2.6,282318159745.0,88.5,101.4,80.0,18.2,34.0,18952038.0,-35.675147,-71.542969
1910,1500,Mori Arkin,70.0,Israel,Herzliya Pituach,Pharmaceuticals,Healthcare,Israel,True,D,M,,,1952.0,9.0,24.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
1911,1500,Barbara Benetton,53.0,Italy,Campodoro,"Fashion retail, investments",Fashion & Retail,Italy,False,U,F,,,1969.0,7.0,2.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
1912,1500,Angela Bennett,79.0,Australia,Perth,Mining,Metals & Mining,Australia,False,U,F,,,1944.0,4.0,1.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
1913,1500,Zadik Bino & family,79.0,Israel,Tel Aviv,"Banking, oil",Diversified,Israel,True,D,M,,,1944.0,1.0,1.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
1914,1500,Paolo Bulgari,85.0,Italy,Rome,Luxury goods,Fashion & Retail,Italy,False,E,M,,,1937.0,9.0,8.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
1915,1500,Saket Burman,46.0,United Arab Emirates,Dubai,Consumer goods,Food & Beverage,United Kingdom,False,D,M,,,1977.0,3.0,10.0,114.52,-1.9,421142267938.0,36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818
1916,1500,Ahmet Calik,65.0,Turkey,Istanbul,"Energy, banking, construction",Diversified,Turkey,True,E,M,,,1958.0,3.0,1.0,234.44,15.2,754411708203.0,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
1917,1500,Safra Catz,61.0,United States,Redwood City,Software,Technology,United States,True,E,F,California,South,1961.0,12.0,13.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1918,1500,Chang Kuo-Hua,68.0,Taiwan,Taipei,"Shipping, airlines",Logistics,Taiwan,False,D,M,,,1955.0,1.0,1.0,,,,,,,,,,,
1919,1500,Chu Jian,60.0,China,Hangzhou,Manufacturing,Manufacturing,China,True,U,M,,,1963.0,4.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1920,1500,Sandor Csanyi,70.0,Hungary,Budapest,"Finance, real estate",Diversified,Hungary,True,U,M,,,1953.0,3.0,20.0,121.64,3.3,160967157504.0,48.5,100.8,75.8,23.0,37.9,9769949.0,47.162494,19.503304
1921,1500,Ana Lucia de Mattos Barretto Villela,49.0,Brazil,Sao Paulo,Banking,Finance & Investments,Brazil,False,D,F,,,1973.0,10.0,25.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
1922,1500,Federico De Nora,55.0,Italy,Milan,Electrodes,Manufacturing,Italy,False,D,M,,,1968.0,3.0,23.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
1923,1500,Bharat Desai,70.0,United States,Fisher Island,IT consulting,Technology,United States,True,E,M,Florida,South,1952.0,11.0,20.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1924,1500,Mohammed Dewji,47.0,Tanzania,Dar es Salaam,Diversified,Diversified,Tanzania,False,E,M,,,1975.0,5.0,8.0,187.43,3.5,63177068175.0,4.0,94.2,65.0,11.5,43.8,58005463.0,-6.369028,34.888822
1925,1500,Egon Durban,49.0,United States,Atherton,Private equity,Finance & Investments,United States,True,E,M,California,West,1973.0,8.0,23.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1926,1500,Fu Mingkang & family,60.0,China,Ningbo,Manufacturing,Manufacturing,China,True,D,M,,,1963.0,3.0,17.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1927,1500,Alan Gerry,94.0,United States,Liberty,Cable television,Media & Entertainment,United States,True,E,M,New York,Northeast,1928.0,12.0,25.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1928,1500,Philippe Ginestet & family,69.0,France,Pujols,Retail stores,Fashion & Retail,France,True,D,M,,,1954.0,1.0,1.0,110.05,1.1,2715518274227.0,65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749
1929,1500,G. Gnanalingam,78.0,Malaysia,Kuala Lumpur,Ports,Logistics,Malaysia,True,D,M,,,1944.0,9.0,10.0,121.46,0.7,364701517788.0,45.1,105.3,76.0,12.0,38.7,32447385.0,4.210484,101.975766
1930,1500,Esther Grether,87.0,Switzerland,Basel,Art collection,Fashion & Retail,Switzerland,False,E,F,,,1936.0,1.0,1.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
1931,1500,Wei Gu,58.0,China,Shenzhen,Consumer electronics,Manufacturing,China,True,E,M,,,1965.0,1.0,27.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1932,1500,Patrick Hanrahan,67.0,United States,Portola Valley,Software,Technology,United States,True,D,M,California,West,1955.0,5.0,8.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1933,1500,Kenneth Hao,54.0,United States,Hillsborough,Private equity,Finance & Investments,United States,True,E,M,California,West,1968.0,9.0,11.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1934,1500,Jaroslav Hascak & family,53.0,Slovakia,Bratislava,Investments,Finance & Investments,Slovakia,True,U,M,,,1969.0,8.0,30.0,115.34,2.7,105422304976.0,46.6,98.7,77.2,18.7,49.7,5454073.0,48.669026,19.699024
1935,1500,He Zhenggang,69.0,China,Leshan,Chemicals,Manufacturing,China,True,D,M,,,1954.0,3.0,25.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1936,1500,Niranjan Hiranandani,73.0,India,Mumbai,Real estate,Real Estate,India,True,E,M,,,1950.0,3.0,8.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1937,1500,Ho Hung Anh,52.0,Vietnam,Hanoi,"Consumer products, banking",Finance & Investments,Vietnam,True,D,M,,,1970.0,6.0,8.0,163.52,2.8,261921244843.0,28.5,110.6,75.3,19.1,37.6,96462106.0,14.058324,108.277199
1938,1500,Archie Hwang,70.0,Taiwan,Taipei,Semiconductors,Technology,Taiwan,True,D,M,,,1952.0,8.0,20.0,,,,,,,,,,,
1939,1500,Peter Jackson,61.0,New Zealand,Wellington,"Movies, digital effects",Media & Entertainment,New Zealand,True,E,M,,,1961.0,10.0,31.0,114.24,1.6,206928765544.0,82.0,100.0,81.9,29.0,34.6,4841000.0,-40.900557,174.885971
1940,1500,Stephen Jarislowsky,97.0,Canada,Montreal,Money management,Finance & Investments,Canada,True,D,M,,,1925.0,9.0,9.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
1941,1500,Rajeev Juneja,57.0,India,Delhi,Phamaceuticals,Healthcare,India,True,U,M,,,1965.0,7.0,28.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1942,1500,Ramesh Juneja,67.0,India,Delhi,Pharmaceuticals,Healthcare,India,True,U,M,,,1955.0,7.0,28.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1943,1500,Ke Xiping & family,62.0,China,Xiamen,Investments,Diversified,China,True,E,M,,,1960.0,6.0,7.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1944,1500,Kim Jun-ki,78.0,South Korea,Seoul,Diversified,Diversified,South Korea,True,U,M,,,1944.0,12.0,4.0,115.16,0.4,2029000000000.0,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
1945,1500,Sidney Kimmel,95.0,United States,New York,Retail,Fashion & Retail,United States,True,E,M,New York,Northeast,1928.0,1.0,16.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1946,1500,Jim Koch,73.0,United States,Newton,Beer,Food & Beverage,United States,True,D,M,Massachusetts,Northeast,1949.0,5.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1947,1500,Raj Kumar,68.0,Singapore,Singapore,"Real estate, hotels",Real Estate,Singapore,True,Split Family Fortune,M,,,1954.0,5.0,25.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
1948,1500,Spiro Latsis & family,76.0,Switzerland,Geneva,"Banking, shipping",Diversified,Greece,False,R,M,,,1946.0,8.0,15.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
1949,1500,Peter Leibinger,56.0,Germany,Schwieberdingen,Machine tools,Manufacturing,Germany,False,D,M,,,1967.0,1.0,1.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
1950,1500,Regine Leibinger,60.0,Germany,Berlin,Machine tools,Manufacturing,Germany,False,D,F,,,1963.0,1.0,1.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
1951,1500,Nicola Leibinger-Kammueller,63.0,Germany,Berlin,Manufacturing,Manufacturing,Germany,False,D,F,,,1959.0,12.0,15.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
1952,1500,Li Jianli,50.0,China,Shenzhen,Lithium-ion battery cap,Manufacturing,China,True,D,M,,,1972.0,9.0,27.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1953,1500,Li Jiaquan,59.0,China,Chengdu,Chemicals,Manufacturing,China,True,D,M,,,1963.0,9.0,6.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1954,1500,Li Rucheng,71.0,China,Ningbo,Apparel,Fashion & Retail,China,True,D,M,,,1951.0,6.0,13.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1955,1500,Li Shui-po,66.0,China,Kunshan,Stainless steel products,Manufacturing,Taiwan,True,U,M,,,1956.0,8.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1956,1500,Scott Lin,90.0,Taiwan,Taichung,Optical components,Technology,Taiwan,True,U,M,,,1933.0,1.0,1.0,,,,,,,,,,,
1957,1500,Liu Xiucai & family,66.0,China,Shanghai,Chemicals,Manufacturing,United States,True,D,M,,,1957.0,3.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1958,1500,Lu Zhongfang,80.0,China,Tonghua,Education,Automotive,China,True,D,F,,,1942.0,12.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1959,1500,Lu Zongjun,59.0,China,Shanghai,Logistics,Logistics,China,True,D,M,,,1963.0,6.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1960,1500,Youssef Mansour,77.0,Egypt,Cairo,Diversified,Diversified,Egypt,True,E,M,,,1945.0,5.0,21.0,288.57,9.2,303175127598.0,35.2,106.3,71.8,12.5,44.4,100388073.0,26.820553,30.802498
1961,1500,Bruce Mathieson,79.0,Australia,Gold Coast,Hotels,Real Estate,Australia,True,D,M,,,1944.0,2.0,14.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
1962,1500,Romano Minozzi,88.0,Italy,Spilamberto,"Utilities, diversified",Diversified,Italy,True,D,M,,,1935.0,3.0,6.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
1963,1500,Greg Mondre,48.0,United States,New York,Private equity,Finance & Investments,United States,True,E,M,New York,Northeast,1974.0,5.0,20.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1964,1500,Mario Moretti Polegato & family,70.0,Italy,Crocetta del Montello,Shoes,Fashion & Retail,Italy,True,D,M,,,1952.0,8.0,16.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
1965,1500,Robert Mouawad,78.0,Bahrain,Manama,Fine jewelry,Service,Lebanon,False,E,M,,,1945.0,1.0,1.0,117.59,2.1,38574069149.0,50.5,99.4,77.2,4.2,13.8,1501635.0,26.0667,50.5577
1966,1500,Jerry Moyes & family,79.0,United States,Tolleson,Transportation,Logistics,United States,True,U,M,Arizona,West,1944.0,1.0,15.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1967,1500,John Ocampo,63.0,United States,Los Altos,Semiconductors,Technology,United States,True,U,M,California,West,1959.0,4.0,5.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1968,1500,Stefan Olsson,74.0,United Kingdom,London,Diversified,Diversified,Sweden,False,U,M,,,1949.0,1.0,1.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1969,1500,Rubens Ometto Silveira Mello,73.0,Brazil,Sao Paulo,"Sugar, ethanol",Energy,Brazil,False,D,M,,,1950.0,1.0,1.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
1970,1500,Anne Marie See Pastor,,,,Finance,Finance & Investments,Peru,False,Split Family Fortune,F,,,,,,,,,,,,,,,,
1971,1500,George Pastor,,,,Finance,Finance & Investments,Peru,False,Split Family Fortune,M,,,,,,,,,,,,,,,,
1972,1500,Nelson Peltz,80.0,United States,Bedford,Investments,Finance & Investments,United States,True,D,M,New York,Northeast,1942.0,6.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1973,1500,David Penaloza Alanis,49.0,Mexico,Mexico City,Toll roads,Construction & Engineering,Mexico,False,U,M,,,1974.0,1.0,1.0,141.54,3.6,1258286717125.0,40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784
1974,1500,Karl-Johan Persson,48.0,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,False,E,M,,,1975.0,3.0,25.0,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
1975,1500,Mike Repole,55.0,United States,Windermere,Sports drink,Food & Beverage,United States,True,E,M,Florida,South,1968.0,1.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1976,1500,Duke Reyes,66.0,United States,Palm Beach,Beer distribution,Food & Beverage,United States,False,U,M,Florida,South,1957.0,3.0,23.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1977,1500,Kishin RK,39.0,Singapore,Singapore,"Real estate, hotels",Real Estate,Singapore,False,Split Family Fortune,M,,,1983.0,5.0,5.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
1978,1500,Carlos Rodriguez-Pastor,63.0,Peru,Lima,Finance,Finance & Investments,Peru,False,Split Family Fortune,M,,,1959.0,4.0,11.0,129.78,2.1,226848050820.0,70.7,106.9,76.5,14.3,36.8,32510453.0,-9.189967,-75.015152
1979,1500,Christopher Rokos,52.0,United Kingdom,London,Hedge fund,Finance & Investments,United Kingdom,True,E,M,,,1970.0,9.0,21.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1980,1500,John Ruiz,56.0,United States,Coral Gables,Healthcare services,Service,United States,True,N,M,Florida,South,1967.0,1.0,7.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1981,1500,Sheryl Sandberg,53.0,United States,Menlo Park,Facebook,Technology,United States,True,D,F,California,West,1969.0,8.0,28.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1982,1500,Amnon Shashua,62.0,Israel,Kfar Shmaryahu,Automotive technology,Automotive,Israel,True,E,M,,,1960.0,5.0,26.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
1983,1500,Ben Silbermann,40.0,United States,San Francisco,Social media,Media & Entertainment,United States,True,U,M,California,West,1982.0,7.0,14.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1984,1500,Ron Sim,64.0,Singapore,Singapore,retail,Fashion & Retail,Singapore,True,U,M,,,1958.0,12.0,1.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
1985,1500,Leonid Simanovsky,73.0,Russia,Moscow,Investments,Finance & Investments,Russia,True,R,M,,,1949.0,7.0,19.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
1986,1500,Basudeo Singh,82.0,India,Mumbai,Pharmaceuticals,Healthcare,India,True,D,M,,,1940.0,11.0,20.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1987,1500,Frank Slootman,64.0,United States,Pleasanton,Software,Technology,United States,True,D,M,California,West,1958.0,10.0,3.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1988,1500,Terry Snow,79.0,Australia,Canberra,"Airports, real estate",Real Estate,Australia,True,U,M,,,1943.0,12.0,23.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
1989,1500,Axel Stawski,72.0,United States,Sagaponack,Real estate,Real Estate,United States,True,U,M,New York,Northeast,1950.0,11.0,14.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1990,1500,Thomas Steyer,65.0,United States,San Francisco,Hedge funds,Finance & Investments,United States,True,E,M,California,West,1957.0,6.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1991,1500,Sergei Studennikov & family,56.0,Russia,Moscow,"Liquor stores, supermarkets",Fashion & Retail,Russia,True,R,M,,,1967.0,3.0,24.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
1992,1500,Su Suyu & family,74.0,China,Shantou,"Utilities, real estate",Real Estate,China,True,D,F,,,1948.0,11.0,24.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1993,1500,Kevin Systrom,39.0,United States,San Francisco,Instagram,Technology,United States,True,E,M,California,West,1983.0,12.0,30.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1994,1500,Tan Lili,,China,Guangzhou,Feed,Food & Beverage,China,True,D,F,,,,,,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1995,1500,Tang Binsen,40.0,China,Beijing,Beverages,Food & Beverage,China,True,E,M,,,1982.0,12.0,12.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1996,1500,Tang Rui,,China,Shanghai,Semiconductors,Technology,China,True,N,M,,,,,,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1997,1500,Prachak Tangkaravakoon,79.0,Thailand,Bangkok,Paints,Manufacturing,Thailand,True,U,M,,,1944.0,3.0,26.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
1998,1500,Jeff Tangney,50.0,United States,Palo Alto,Healthcare IT,Healthcare,United States,True,D,M,California,West,1972.0,8.0,9.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1999,1500,Yuequn Tao,63.0,China,Hefei,Contact Lens,Fashion & Retail,China,True,D,M,,,1960.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2000,1500,David Teoh,67.0,Australia,Sydney,Telecom,Telecom,Australia,True,D,M,,,1956.0,1.0,1.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
2001,1500,Carmen Thyssen,79.0,Andorra,,"Investments, art",Manufacturing,Spain,False,U,F,,,1943.0,4.0,23.0,,,3154057987.0,,106.4,,,,77142.0,42.506285,1.521801
2002,1500,Tran Ba Duong & family,63.0,Vietnam,Ho Chi Minh City,Automotive,Automotive,Vietnam,True,D,M,,,1960.0,4.0,1.0,163.52,2.8,261921244843.0,28.5,110.6,75.3,19.1,37.6,96462106.0,14.058324,108.277199
2003,1500,Kenny Troutt,75.0,United States,Dallas,Telecom,Telecom,United States,True,E,M,Texas,South,1948.0,1.0,8.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2004,1500,Jens von Bahr,52.0,Sweden,Stockholm,Gambling products,Gambling & Casinos,Sweden,True,U,M,,,1971.0,2.0,22.0,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
2005,1500,Wang Junmin,54.0,China,Chengdu,Pharmaceuticals,Healthcare,China,True,U,M,,,1968.0,12.0,12.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2006,1500,Weng Xianding,61.0,China,Shenzhen,Medical devices,Healthcare,China,True,U,M,,,1961.0,11.0,28.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2007,1500,Farris Wilks,71.0,United States,Cisco,Natural gas,Energy,United States,True,U,M,Texas,South,1952.0,2.0,9.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2008,1500,Gordon Wu,87.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,True,D,M,,,1935.0,12.0,3.0,,,,,,,,,,,
2009,1500,Xiong Wu,47.0,China,Shenzhen,Software,Technology,China,True,E,M,,,1976.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2010,1500,Xu Zhenhua,,China,Shanghai,Online games,Media & Entertainment,China,True,E,M,,,,,,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2011,1500,Xu Zhihan,50.0,China,Wuxi,Electronics,Technology,China,True,D,M,,,1972.0,11.0,30.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2012,1500,Tingdong Yang,62.0,China,Suqian,Brewery,Food & Beverage,China,True,D,M,,,1960.0,5.0,20.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2013,1500,Michael Minhong Yu,61.0,China,Beijing,Education,Service,China,True,R,M,,,1962.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2014,1500,Justin Yuan,,China,Shanghai,Online games,Media & Entertainment,China,True,E,M,,,,,,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2015,1500,Zhang Bangxin,43.0,China,Beijing,Education,Service,China,True,R,M,,,1980.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2016,1500,Zhang Hong,,China,Hangzhou,Solar,Energy,China,True,Split Family Fortune,F,,,,,,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2017,1500,Zhou Zongwen & family,66.0,China,Shenzhen,Jewelry,Fashion & Retail,China,True,D,M,,,1957.0,3.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2018,1400,Antti Aarnio-Wihuri,83.0,Finland,Helsinki,Diversified,Diversified,Finland,False,D,M,,,1940.0,2.0,24.0,112.33,1.0,268761201365.0,88.2,100.2,81.7,20.8,36.6,5520314.0,61.92411,25.748151
2019,1400,Alberto Alcocer,80.0,Spain,Madrid,Investments,Finance & Investments,Spain,True,U,M,,,1942.0,12.0,7.0,110.96,0.7,1394116310769.0,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922
2020,1400,Nigel Austin,52.0,Australia,Melbourne,Retail,Fashion & Retail,Australia,True,D,M,,,1970.0,9.0,25.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
2021,1400,Binny Bansal,40.0,Singapore,Singapore,Flipkart,Technology,India,True,U,M,,,1982.0,12.0,3.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2022,1400,Girdhari Lal Bawri,75.0,India,Mumbai,Pharmaceuticals,Healthcare,India,True,D,M,,,1947.0,8.0,3.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
